record_id,alert_month,alert_section,drug_name,dosage_form,batch_number,mfg_date,expiry_date,manufacturer_raw,manufacturer_id,manufacturer_canonical,manufacturer_state,state,failure_reason,failure_categories,label_claim_disputed,testing_lab,lab_type,lab_name_canonical,source_url,source_type,parse_confidence,parse_flags
NSQ_2025-12_03303f44e316,2025-12,central_lab,Amikacin Injection IP 100 mg,,LI25292,2025-09,2027-08,"Agron Remedies Pvt. Ltd. Sarverkhera, Moradabad Road, Kashipur-244713, (Uttarakhand).",60,Agron Remedies Pvt. Ltd. Sarverkhera,Uttarakhand,Uttarakhand,The sample does not conform to I.P. with respect to test for Particulate matter and is also not of standard quality for The reason stated under Description.,particulate_matter|description_labelling,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_034d3112a074,2025-12,state_lab,Albendazole Tablets IP 400 mg,,MT250990,2025-10,2027-09,"Mancare Laboratories Pvt. Ltd., (A WHO ? GMP Certified Company) Plot No 11 Pharmacity Selaqui Dehradun Uttarakhand 248011",900,Mancare Laboratories Pvt. Ltd,Uttarakhand,Uttarakhand,Dissolution,dissolution,,SDTL Raipur Chhattisgarh,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_03ca90bcdda5,2025-12,central_lab,"Levosalbutamol, Ambroxol Hydrochloride & Guaiphenesin Syrup STUQOF-LS",,TS-538,2025-07,2027-06,"Trimedix Pharma (P) Ltd. C-40, I.A. Phase-III, Mohali-160055 Punjab",1688,Trimedix Pharma (P) Ltd. C-40,Punjab,Punjab,The sample does not conform to claim as per Patent and Proprietary in respect to The Assay of Levosalbutamol Sulphate calculated as Levosalbutamol,assay,,"RDTL, Chandigarh",central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_0516788bf0fc,2025-12,central_lab,Cotton Bandage,,940,2025-05,2027-04,"Sapna Bunkar Hath Kargha Sahkari Samiti Ltd., B-12(D), Malviya Industrial Area, Jaipur",1433,Sapna Bunkar Hath Kargha Sahkari Samiti Ltd,,,"The sample does not conform in respect to The Test of Threads per dm, Weight In Gm/sq.m, Foreign Matter, Fluorescence.",other,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:the sample does not conform in respect to the test of thread|state_not_derived:no_match
NSQ_2025-12_069e347fe2a9,2025-12,central_lab,Clopidogrel & Aspirin Tablets IP,,GT250519,2025-03,2027-02,"Theon Pharmaceuticals Ltd. Vill. Saini Majra, Tehsil Nalagarh, Distt. Solan (H.P.) 174 101.",1662,Theon Pharmaceuticals Ltd,Himachal Pradesh,Himachal Pradesh,The sample Received Does Not Conform To I.P. 2022 Specification With Respect To The Description And Test For Free Salicylic Acid Only.,description_labelling,,CDTL-Hyderabad,central,"Central Drugs Testing Laboratory, Hyderabad",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_0745ce696b39,2025-12,state_lab,"(Acebrophylline, Terbutaline Sulphate & Guaiphenesin Syrup) (Sputnix -AB )",,AMS25D051,2025-02,2027-01,"Alop Medi-Sciences Pvt. Ltd, Shamti, Solan-173212, H.P, India",92,Alop Medi-Sciences Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Content,assay,,"Drugs Testing Laboratory, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173212
NSQ_2025-12_07c6ec4789b2,2025-12,state_lab,"Chlorpheniramine Maleate, Dextromethorphan Hydrobromide & Phenylephrine Hydrochloride Syrup(Cofcross Syrup)",,LSC-25171,2025-02,2027-01,"Prochem Pharmaceuticals Pvt. Ltd, 140-141, Makkanpur, Bhagwanpur, Roorkee, Dist.Haridwar(UK)-247661",1267,Prochem Pharmaceuticals Pvt. Ltd,Uttarakhand,,Content,assay,,"Drugs Testing Laboratory, Madurai-19",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:247
NSQ_2025-12_07cc896c616e,2025-12,central_lab,Ranitidine Oral Solution IP ZALTAC Syrup,,MDL-C490,2025-08,2027-07,"Marvellon Pharmaceuticals Pvt. Ltd. Kh. No. 114, Vill. Damowala, P.O. Barotiwala, Baddi, Distt. Solan (H.P.) 174103",919,Marvellon Pharmaceuticals Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,The sample does not conform to claim as per IP 2022 in respect to The test pH and Assay of Ranitidine Hydrochloride calculated as Ranitidine.,ph|assay,,"RDTL, Chandigarh",central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_0a8a637f3e90,2025-12,central_lab,Telmisartan Tablets IP,,24305,2024-10,2026-09,"BENNET Pharmaceuticals Ltd. VILL-Chanal Majra Near-Manpura, Baddi Distt- Solan H.P.-173205.",228,Bennet Pharmaceuticals Ltd,Himachal Pradesh,Himachal Pradesh,The sample is not of standard quality for The reason stated under Description.,description_labelling,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_0b106de5586d,2025-12,state_lab,Safe Hand Gloves,,SHR0306,2021-06,2026-07,NM,,,,,SURGICAL GLOVES,other,,DTL Baddi,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:surgical gloves|state_not_derived:no_match
NSQ_2025-12_0c1f6ce960b6,2025-12,central_lab,"Levosalbutamol, Ambroxol Hydrochloride & Guaiphenesin Syrup AMBROX-LG",,TS-249,2025-04,2027-03,"Trimedix Pharma (P) Ltd. C-40, I.A. Phase-III, Mohali-160055 Punjab",1688,Trimedix Pharma (P) Ltd. C-40,Punjab,Punjab,The sample does not conform to claim as per Patent and Proprietary in respect to The Assay of Levosalbutamol Sulphate calculated as Levosalbutamol,assay,,"RDTL, Chandigarh",central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_0e7c5c8e0483,2025-12,state_lab,Albendazole Tablets IP 400 mg,,AAO-2502,2025-04,2027-03,"Apple Formulations Pvt. Ltd. Plot No. 208, Kishanpur, Roorkee-247667 (U.K)",136,Apple Formulations Pvt. Ltd,Uttarakhand,,Assay (Albendazole),assay,,"SDTL, Guwahati",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:247
NSQ_2025-12_0edc54a7eb38,2025-12,state_lab,Amoxycillin Potassium Clavulanate & Lactic Acid Bacillus Tablets IP,,GCA012,2025-04,2027-03,GC Healthcare Vill Lower Ambota Sec.- 6 Parwanoo Dist.- Solan (H.P.),544,GC Healthcare,Himachal Pradesh,Himachal Pradesh,Assay,assay,,SDTL Raipur Chhattisgarh,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_1128a01b4156,2025-12,central_lab,Prednisolone Sodium Phosphate Drops Reslone (Drops 10ml),,L-250705,2025-07,2027-06,"Dr. Pal'S Pharmaceuticals 10B-1, Industrial Park-2, Salempur, Mahdood Haridwar (Uttarakhand) India.",449,Dr. Pal'S Pharmaceuticals,Uttarakhand,Uttarakhand,The sample received does not conform with respect to The test for weight per ml.,density,,"CDTL, Mumbai",central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_117fb25d9a63,2025-12,state_lab,Levocetirizine Dihydrochloride & Montelukast Sodium Tablets IP,,LT-25029,2025-09,2027-08,"YL Pharma , Plot No. 9H(1) Village Katha, Baddim Distt. Solan 173205",1831,YL Pharma,Himachal Pradesh,Himachal Pradesh,The sample does not HP conform to the IP with respect to Assay.,assay,,"DTL, Jaipur",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173205
NSQ_2025-12_12339dcadf28,2025-12,state_lab,Iodine Tincture IP 66,,IT251,2025-08,2027-07,"Apex Healthcare, HI-510, RIICO Industrial Area, Bhamashah Kaladwas, Udaipur",131,Apex Healthcare,,,Assay,assay,,"DTL, Jaipur",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2025-12_1247beb746eb,2025-12,central_lab,Paracetamol Tablets IP 650mg,,PCT25057,2025-04,2027-03,"Vivek Pharmachem (India) Ltd. NH-8, Chimanpura, Amer, Jaipur-303 102",1783,Vivek Pharmachem (India) Ltd,Rajasthan,,The sample received does not conform to as per IP in respect to The test for Dissolution.,dissolution,,"CDTL, Chennai",central,"Central Drugs Testing Laboratory, Chennai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2025-12_12e47bc28be2,2025-12,state_lab,"Ofloxacin, Ornidazole(Hyflox-OZ)",,OZ004-24,2024-04,2026-03,"Harihar Pharmaceuticals Pvt. Ltd. SBP Road, Khamarmunda-767065",611,Harihar Pharmaceuticals Pvt. Ltd. SBP,Odisha,Odisha,Dissolution test,dissolution,,"SDT&RL, Bhubaneswar",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:767065
NSQ_2025-12_1562e7363730,2025-12,state_lab,"Levosalbutamol, Ambroxol Hydrochloride & Guaiphenesin Syrup (Ambroflex-LS Syrup )",,AFG-2502,2025-05,2027-04,"Apple Formulations Pvt Ltd, Plot No.208, Kishanpur, Roorkee - 247 667 (U.K)",136,Apple Formulations Pvt. Ltd,Uttarakhand,,Content,assay,,"Drugs Testing Laboratory, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2025-12_1803118d17c9,2025-12,central_lab,Albendazole Oral Suspension IP ALBEND,,LBS-006/25,2025-10,2028-09,"Drakt International, Diamond Harbour Road Joka Kolkata 700104 , West Bengal",452,Drakt International,West Bengal,West Bengal,The sample does not conform to I.P. with respect to The Assay of Albendazole.,assay,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_186b898c8fc4,2025-12,state_lab,"Cefixime & Azithromycin, Lactic Acid Bacillus Tablets(ARRCEF- AZ )",,2827,2025-05,2027-04,MLARRX Pharmaceuticals No 18 Gopalakrishanan Raod T Nagar Chennai 600017,1056,MLARRX Pharmaceuticals,Tamil Nadu,Tamil Nadu,Assay,assay,,SDTL Raipur Chhattisgarh,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:600017
NSQ_2025-12_18c794beecb9,2025-12,state_lab,Pantoprazole Gastro-Residtant Tablets IP 40 mg (Ptcid 40 Tablets),,BHA250196D,2025-02,2027-01,"Bionial Healthcare Pvt.Ltd, Plot No. D-97, Industraial Area, Phase-7, SAS Nagar Mohali Punjab (160055) Punjab.",269,Bionial Healthcare Pvt. Ltd,Punjab,Punjab,Dissolution and Description,dissolution|description_labelling,,DCL Telangana,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_1e2a9f3c78a0,2025-12,state_lab,Levocetirizine Hydrochloride and Montelukast Sodium Tablets IP,,TA250025,2025-01,2026-12,"Orchid Medlife Pvt. Ltd., Khasra No-648/13, Vill. Kaund, P.O.- Thana Tehsil Baddi. Dist. Solan (H.P.), 173205",1162,Orchid Medlife Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Dissolution (Montelukast Sodium),dissolution,,"SDTL, Guwahati",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_20d6c445927a,2025-12,state_lab,"Dextromethorphan Hydrobromide, Ambroxol Hydrochloride, Chlorpheniramine Maleate, Phenylephrine Hydrochloride & Menthol Syrup (RespiFresh-AD Cough and Cold Formula)",,CLAD4016,2024-12,2026-11,"Crest Lifescoences Pvt. Ltd, Plot No.127-128, EPIP Phase-I, Jharmajri, Tehsil Baddi, Distt. Solan (Himachal Pradesh)-174103",395,Crest Lifesciences Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Content,assay,,"Drugs Testing Laboratory, Madurai-19",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_22ef1a05ef21,2025-12,state_lab,Calcium Carbonate & Vitamin D3 Tablets (Nemical),,SBT-2179,2025-04,2026-09,"Sterlife Biotech Pvt.Ltd, 12-B, Nisan Industrial Park, Tajpur Road, Changodar, Ahmedabad-382213.",1570,Sterlife Biotech Pvt.Ltd,Gujarat,Gujarat,Sample does not conform to IP with respect to Dissolution and Assay of Vitamin D3,dissolution|assay,,"DTL Thrissur,Kerala",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:382213
NSQ_2025-12_25058807a1e8,2025-12,central_lab,Diclofenac Gastro-resistant Tablets I.P. 50 mg,,25T19052,2025-02,2027-01,"Kras Pharmaceuticals Pvt. Ltd., C/15, Phase - II, Industrial Area, Fatwah -803201, Bihar",808,KRAS Pharmaceuticals Pvt. Ltd,Bihar,Bihar,The sample does not conform to IP with respect to test for Dissolution in Buffer Stage.,dissolution,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_280afb83f1e9,2025-12,central_lab,Drotaverine HCl Suspension PED-DS suspension 60ml,,L-250901,2025-09,2030-08,"Dr. Pal's Pharmaceuticals 10B-1, Industrial Park-2, Salempur, Mahdood Haridwar (Uttarakhand) India.",449,Dr. Pal'S Pharmaceuticals,Uttarakhand,Uttarakhand,The sample does not conform to claim with respect to The test for Microbial contamination (Total Aerobic Viable Count and Total Fungal Count).,microbial_contamination,,"CDTL, Mumbai",central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_2ada6674b50f,2025-12,state_lab,Amoxycillin & Potassium Clavulanate Tablets IP(Amoxheal ? 625 ),,ACAA24149C,2025-01,2026-06,"J.M. Laboratories, Village- Bhanat, P.O. Gatti, Subathu Road, Solan (H.P) ? 173211.",728,J.M. Laboratories,Himachal Pradesh,Himachal Pradesh,The sample does not conform to standard quality in respect of the test for Dissolution & Assay of Amoxycillin performed.,dissolution|assay,,"SDTL, Govt. of Tripura, Agartala. State- Tripura",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173211
NSQ_2025-12_2c2e2c7263ea,2025-12,central_lab,"Polymeg 200,",,INTK038722,2025-08,2028-08,"Clariant IGL Specialty Chemicals Pvt. Ltd., (Formerly Known as IGL Green Chemicals Pvt. Ltd.) A-1, Industrial Area, Bazpur Road, Kashipur, Uttarakhand-244713",365,Clariant IGL Specialty Chemicals Pvt. Ltd,Uttarakhand,Uttarakhand,"The sample received does not conform to U.S.P. specification with respect to The content of diethylene glycol impurity, which is exceeding permissible limit",related_substances|assay,,CDTL-Hyderabad,central,"Central Drugs Testing Laboratory, Hyderabad",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_2d254bf58251,2025-12,central_lab,Vildagliptin and Metformin Tablets IP,,VMHT1315,2025-05,2027-04,"Unicure India Ltd C-21, 22 & 23, Sector-3, Noida-201301, Distt. Gautam Budh Nagar (U.P) Uttar Pradesh",1714,Unicure India Ltd. C-21,Uttar Pradesh,Uttar Pradesh,The sample received does not conform to I.P. 2022 with respect to Assay and Dissolution.,dissolution|assay,,"CDTL, Mumbai",central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_2f81e82cabc8,2025-12,state_lab,Albendazole Tablets IP 400 mg,,MT250971,2025-10,2027-09,"Mancare Laboratories Pvt. Ltd., (A WHO ? GMP Certified Company) Plot No 11 Pharmacity Selaqui Dehradun Uttarakhand 248011",900,Mancare Laboratories Pvt. Ltd,Uttarakhand,Uttarakhand,Dissolution,dissolution,,SDTL Raipur Chhattisgarh,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_3121021d18b7,2025-12,state_lab,Cefpodoxime Proxetil Dispersible Tablets 200 mg (Cefonsa-200 DT Tablets),,MVT-749,2024-09,2026-08,"Bonn Schtering Bio Sciences, Plot No. 64 & 65, 1st floor Electronic Park Thirubuvanai, Manndipet Commune Puducherry - 605 107 Puducherry.",290,Bonn Schtering Bio Sciences,Puducherry,Puducherry,Dissolution and Misbranded.,dissolution|description_labelling,,DCL Telangana,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_32b7b32e2c0f,2025-12,central_lab,Omeprazole Capsules 40 mg,,JDC-1452,2024-10,2026-09,"Jpee Drugs Plot No-53, Sector 6-A, SIDCUL, Haridwar (Uttarakhand)",757,Jpee Drugs,Uttarakhand,Uttarakhand,"The sample does not conform to claim as per I.P. 2022 in respect to The Test of Dissolution (Acid Stage), Dissolution (Buffer Stage)",dissolution,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_375b6175e86b,2025-12,state_lab,"Dextromethorphan Hydrobromide, Ambroxol Hydrochloride, Chlorpheniramine Maleate, Phenylephrine Hydrochloride & Menthol Syrup (RespiFresh-AD )",,CLAD4017,2024-12,2026-11,"Crest Lifescoences Pvt. Ltd, Plot No.127-128, EPIP Phase-I, Jharmajri, Tehsil Baddi, Distt. Solan (Himachal Pradesh)-174103",395,Crest Lifesciences Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Content,assay,,"Drugs Testing Laboratory, Madurai-19",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_3a3ad5229923,2025-12,state_lab,"Pregabaline & Nortriptyline Tablets (DGABA-N Tablets,)",,VGT242301B,2024-11,2026-10,"Vrindavan Global Plot No. No. 23-B, & C, Ind. Area, Lodhimajra, Baddi, Distt. Solan (H.P.) 173 205 Himachal Pradesh",1795,Vrindavan Global,Himachal Pradesh,Himachal Pradesh,Misbranded.,description_labelling,,DCL Telangana,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_3bfadbace4aa,2025-12,state_lab,"(Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride and Chlorpheniramine Maleate Syrup)(Respolite-D)",,SR 080,2024-12,2026-11,"Sresan Pharmaceutical Manufacturer, No.787, Bangalore Highways, Sunguvachatram, (Mathura), Kancheepuram Dist-602106",1546,Sresan Pharmaceutical Manufacturer,Tamil Nadu,Tamil Nadu,Content,assay,,"Drugs Testing Laboratory, Madurai-19",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:602106
NSQ_2025-12_3c0b7b51f2c5,2025-12,central_lab,"Diclofenac Sodium, Paracetamol & Chlorzoxazone Tablets Diclotrum-MR",,SGT-231863,2024-01,2025-12,"Spectrum Formulation Pvt. Ltd. Khasra No.12,Makhanpur,Bhagwanpur,Roorkee, Hridwar (U.K.) 247661",1536,Spectrum Formulation Pvt. Ltd,Uttarakhand,,The sample does not conform to claim with respect to Description.,description_labelling,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:247
NSQ_2025-12_3f80f1c64e9c,2025-12,state_lab,"Aceclofenac, Paracetamol & Serratiopeptidase Tablets Getwalk-SP)",,SSPT-01929,2024-06,2027-05,"Savya Pharmaceuticals, Plot No. 5A-4, Sector 09, IIE, Pantnagar U.S.N. 263153 UK",1439,Savya Pharmaceuticals,Uttarakhand,Uttarakhand,The sample does not conform to the claim with respect to Assay of Aceclofenac.,assay,,"DTL, Jaipur",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:263153
NSQ_2025-12_3fec5288b91e,2025-12,state_lab,"Montelukast Sodium & Levocetirizine Hydrochloride Dispersible Tablets, (CIVIKAST-LC KID)",,GT240841,2024-04,2026-03,"Theon Pharmaceuticals Ltd, Vill.Saini Majra, Tehsil, Nalagarh, Distt.Solan (H.P)-174101",1662,Theon Pharmaceuticals Ltd,Himachal Pradesh,Himachal Pradesh,The sample does not conform to Schedule V of Drugs Rules 1940 with respect to the test Disintegration as per IP,disintegration,,"DTL Thrissur,Kerala",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:174101
NSQ_2025-12_405bf952df0b,2025-12,central_lab,Metoprolol Succinate Prolonged Release Tablets IP Metloc ER50,,MER3 294D,2024-11,2026-10,"Pulse Pharmaceuticals Pvt. Ltd. Khasra No. 400, 407, 409, Karondi, Roorkee, Uttarakhand-247 667",1278,Pulse Pharmaceuticals Pvt. Ltd,Uttarakhand,Uttarakhand,The sample is not of standard quality for The reasons stated under Description,description_labelling,,CDTL -Indore,central,"Central Drugs Testing Laboratory, Indore",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_40baac0744da,2025-12,state_lab,Ondanserton orally disintergratin tablets IP 40mg (Ondifil Tabelts),,GT3C15,2024-03,2026-02,"Ritual Drugs Pvt Ltd. Plot No. 271-272, Phase-I HSIIDC, Barhi Industrial Area, Sonepat-HR-131101",1355,Ritual Drugs Pvt. Ltd,Haryana,Haryana,The sample does not comply with IP requirement for Dissolution and Disintegration.,dissolution|disintegration,,"FDAL, Mumbai",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:131101
NSQ_2025-12_41d4c244c440,2025-12,state_lab,Eucalyptus Oil IP,,654,2025-10,2027-09,"Repacked by Ganesh Eucalyptus Oil Disitillery, 101, Ganesh Hall, Walsham Road, Ootacamund 643001, The Nilgris",1330,Repacked by Ganesh Eucalyptus Oil Disitillery,Tamil Nadu,Tamil Nadu,Content,assay,,"Drugs Testing Laboratory, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:643001
NSQ_2025-12_42514975a91f,2025-12,central_lab,Glycerin IP,,3F/RG/24/0054,2024-11,2029-10,"3F Industries Ltd. 1604, EPURU 1 (B), Pantapalem, Nellore - 524323, A.P. India Andhra Pradesh",2,3F Industries Ltd,Andhra Pradesh,Andhra Pradesh,The sample received does not conform to I.P. 2022 with respect to The test for Aldehydes.,other,,"CDTL, Mumbai",central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:the sample received does not conform to i.p. 2022 with respe
NSQ_2025-12_434a10f31a13,2025-12,central_lab,Oral Rehydration Salts IP,,OE50244,2025-09,2027-02,"Caplet India Pvt.Ltd. Rekjuani,Kolkata-700135",318,Caplet India Pvt.Ltd. Rekjuani,West Bengal,West Bengal,"The sample does not conform to I.P. with respect to Uniformity of weight, Seal test and also for The reason stated under Description.",description_labelling|uniformity_of_weight,,"CDL, Kolkata",central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:700135
NSQ_2025-12_443dd66d90e8,2025-12,central_lab,Tigecycline Injection IP 50 mg Tigelite Injection 50mg),,LAA139,2025-03,2027-02,"Lyka Labs Ltd. Plot No. 4801/B & 4802/A, GIDC Industrial Estate, Ankleshwar - 393 002, Gujarat, India.",872,Lyka Labs Ltd,Gujarat,Gujarat,The sample does not conform to I.P. 2022 with respect to test for Related substances .,related_substances,,"CDTL, Mumbai",central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,
NSQ_2025-12_44c62c668ce9,2025-12,state_lab,"Metformin Hydrochloride Prolonged Release & Glimepiride Tablets IP,(Ajapride M2)",,NHD24148A,2024-03,2027-02,"Nest Healthcare Pvt.Ltd, Plot -300, GIDC, Nr. Narisanrakshan Gruh, BhikshuGruh Road, Odhav, Ahmedabad(Guj), India-382415.",1101,Nest Healthcare Private Limited,Gujarat,Gujarat,Sample fails the test Descriptive Part for the tablets as per IP.,description_labelling,,"DTL Thiruvananthapuram,Kerala",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:382415
NSQ_2025-12_45807464739a,2025-12,state_lab,Basm Multi-Spectrum Expectorant,,MBM 18,2025-09,2027-08,"Medline Pharmaceuticals Pvt Ltd, Plot Number 2&3, 1st Main Road, EVP Prabhu Avenue, Chinnakulathuvancherry, Chennai - 600 122.",992,Medline Pharmaceuticals Pvt. Ltd,Tamil Nadu,,Content,assay,,"Drugs Testing Laboratory, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2025&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
